service_type,age,income,documents_uploaded_count,aadhaar_match,address_match,bank_account_valid,certificate_valid,duplicate_application_flag,hospital_record_match,caste_category_valid,decision_reason,approved
widow_pension,89,128787,1,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,51,103948,3,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,84,225975,4,1,1,1,1,0,1,1,approved,1
residence_certificate,20,249135,5,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,7,94716,2,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,65,213927,4,1,1,1,1,0,0,0,approved,1
caste_certificate,75,97211,4,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,17,143449,4,1,1,1,1,0,0,0,age_not_eligible,0
birth_certificate,80,92922,5,1,1,1,1,0,1,1,approved,1
widow_pension,14,270245,1,1,1,1,1,0,0,1,income_exceeds_limit,0
old_age_pension,2,218526,1,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,84,291412,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,82,249704,5,1,1,1,1,0,0,1,income_exceeds_limit,0
old_age_pension,58,199584,2,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,54,4330,5,1,1,1,1,0,1,1,approved,1
residence_certificate,31,203467,4,1,1,1,0,0,0,1,certificate_expired,0
old_age_pension,10,152005,4,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,81,53078,1,1,1,1,1,0,0,0,invalid_caste_subcategory,0
caste_certificate,52,291854,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,28,75953,5,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,66,118214,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,3,260700,2,1,1,1,1,0,0,1,suspicious_income_pattern,0
caste_certificate,91,268767,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,8,70170,2,1,1,0,1,0,1,1,bank_account_inactive,0
caste_certificate,56,5383,4,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,37,135995,3,1,1,1,1,0,1,1,approved,1
widow_pension,6,187844,1,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,64,40223,5,0,1,1,0,0,1,0,aadhaar_name_mismatch,0
old_age_pension,34,221181,1,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,46,239259,3,1,1,1,1,0,1,1,approved,1
caste_certificate,33,210450,3,1,1,1,1,0,1,1,approved,1
widow_pension,62,101855,1,1,1,1,1,0,0,1,approved,1
birth_certificate,8,133098,2,1,1,1,1,0,1,1,approved,1
old_age_pension,89,217680,3,1,1,1,1,0,0,1,approved,1
caste_certificate,71,40535,5,1,1,1,1,0,1,1,approved,1
caste_certificate,18,84056,3,1,1,0,1,0,1,0,ifsc_invalid,0
birth_certificate,25,93511,4,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,45,51801,2,1,1,1,1,0,1,1,approved,1
birth_certificate,55,79011,4,1,1,1,1,0,1,0,approved,1
residence_certificate,9,283664,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,42,19735,3,1,1,1,1,0,0,1,approved,1
birth_certificate,29,53167,2,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,39,177750,2,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,54,69927,5,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,57,177996,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,30,272984,4,1,1,1,1,0,0,1,suspicious_income_pattern,0
caste_certificate,71,267303,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,46,293956,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,76,56998,3,1,1,1,1,0,1,1,approved,1
widow_pension,36,294660,1,1,1,1,1,0,0,1,income_exceeds_limit,0
caste_certificate,93,66752,1,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,56,206626,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,78,54224,1,1,1,0,0,0,1,1,ifsc_invalid,0
birth_certificate,56,117995,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
birth_certificate,2,73056,2,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,28,83833,2,1,1,1,1,0,1,1,approved,1
widow_pension,87,148703,2,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,44,52318,5,1,1,1,1,0,1,1,approved,1
old_age_pension,86,294038,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,72,168964,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,1,71909,1,1,1,1,0,0,0,1,certificate_expired,0
residence_certificate,14,42738,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,17,201440,1,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,28,221108,5,1,0,1,1,0,0,1,address_mismatch_records,0
old_age_pension,39,30203,3,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,2,139522,1,1,1,1,1,0,1,1,approved,1
residence_certificate,57,5786,1,1,1,1,1,0,1,1,approved,1
birth_certificate,70,236990,5,1,1,0,0,0,1,1,ifsc_invalid,0
old_age_pension,93,174322,2,1,1,1,1,0,1,1,approved,1
caste_certificate,90,212701,4,1,1,1,1,0,1,1,approved,1
caste_certificate,37,253596,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,28,48082,1,1,1,0,1,0,1,1,ifsc_invalid,0
old_age_pension,30,259570,5,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,64,106968,5,1,1,1,1,0,1,1,approved,1
residence_certificate,42,95457,4,1,1,1,1,0,1,1,approved,1
widow_pension,26,199974,3,1,0,0,1,0,1,1,address_mismatch_records,0
caste_certificate,26,129819,1,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
old_age_pension,92,10736,1,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,68,279979,3,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,2,21830,1,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,28,131156,2,1,1,1,1,0,1,1,approved,1
birth_certificate,12,210217,2,1,1,1,1,0,0,0,hospital_record_not_found,0
widow_pension,59,105240,1,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,83,169922,3,1,1,1,1,0,1,1,approved,1
widow_pension,66,271724,3,1,1,1,1,0,0,1,income_exceeds_limit,0
birth_certificate,69,76853,2,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,80,222739,4,1,1,1,1,0,1,1,approved,1
old_age_pension,46,42816,1,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,67,39322,3,1,1,1,1,0,1,1,approved,1
widow_pension,32,210633,4,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,5,78677,1,1,1,1,1,0,1,1,approved,1
caste_certificate,63,87490,2,1,1,1,1,0,0,1,approved,1
caste_certificate,77,283948,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,70,160467,4,1,1,1,1,0,0,1,approved,1
old_age_pension,69,209933,4,1,1,1,1,0,1,1,approved,1
widow_pension,50,102137,2,1,1,0,1,0,1,1,bank_account_inactive,0
widow_pension,66,174464,4,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,21,101343,2,1,1,1,1,0,0,1,age_not_eligible,0
caste_certificate,71,258324,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,23,247962,5,1,1,1,1,0,1,1,approved,1
residence_certificate,76,268437,3,1,1,1,0,1,0,1,duplicate_application_detected,0
caste_certificate,76,11837,5,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,64,217801,2,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,52,256878,1,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,40,165094,4,1,1,0,1,0,1,0,bank_account_inactive,0
birth_certificate,31,153356,2,1,1,1,1,0,1,1,approved,1
residence_certificate,68,87713,3,1,1,1,1,0,0,1,approved,1
residence_certificate,70,277289,3,1,1,1,0,0,1,0,certificate_expired,0
widow_pension,44,159687,3,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,31,206324,4,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,27,271057,3,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,13,61957,5,1,1,1,1,0,1,1,approved,1
widow_pension,12,295785,1,1,1,1,1,0,1,1,income_exceeds_limit,0
birth_certificate,92,201926,4,1,1,1,1,0,0,0,hospital_record_not_found,0
old_age_pension,49,34803,1,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,39,175873,5,0,0,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,0,293161,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
widow_pension,46,60174,4,1,1,1,1,0,1,1,approved,1
caste_certificate,90,173800,5,1,1,1,1,0,1,1,approved,1
caste_certificate,29,71143,5,1,1,1,1,0,0,0,invalid_caste_subcategory,0
caste_certificate,33,270494,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,45,132169,5,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,0,97662,3,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,33,25835,4,1,1,1,1,0,1,1,approved,1
residence_certificate,58,258612,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
birth_certificate,6,58407,5,1,1,1,1,0,1,1,approved,1
caste_certificate,64,46673,3,1,1,1,1,0,1,1,approved,1
birth_certificate,41,86123,5,1,1,1,1,0,0,1,hospital_record_not_found,0
birth_certificate,81,285928,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,18,275262,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,12,274117,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,22,3902,4,1,1,1,0,0,0,1,certificate_expired,0
old_age_pension,65,73575,1,1,1,1,1,0,1,1,approved,1
caste_certificate,2,76216,2,1,1,1,1,0,1,1,approved,1
birth_certificate,85,31639,5,1,1,1,1,0,1,1,approved,1
residence_certificate,35,253289,1,1,1,1,1,0,1,0,suspicious_income_pattern,0
widow_pension,48,111426,1,1,1,1,1,0,1,1,approved,1
residence_certificate,71,186200,2,1,1,1,1,0,1,1,approved,1
caste_certificate,86,36017,2,1,1,1,1,0,1,1,approved,1
caste_certificate,71,210997,1,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,56,131494,3,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,88,292486,5,1,0,0,1,0,1,1,address_mismatch_records,0
caste_certificate,63,139381,3,1,1,1,1,0,1,1,approved,1
birth_certificate,10,84959,3,1,1,0,1,0,0,1,ifsc_invalid,0
birth_certificate,40,46791,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,5,31608,1,1,1,1,1,0,1,1,approved,1
old_age_pension,44,162191,3,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,80,137621,3,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,56,201776,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,81,256654,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,32,73111,5,1,1,1,1,0,1,1,approved,1
widow_pension,60,68675,4,1,0,0,1,0,1,1,address_mismatch_records,0
caste_certificate,17,220948,4,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,6,58105,2,1,1,1,1,0,1,1,approved,1
birth_certificate,28,67710,5,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,68,264210,5,1,1,1,1,0,0,1,suspicious_income_pattern,0
caste_certificate,15,11921,2,1,1,1,1,0,1,1,approved,1
birth_certificate,94,221034,4,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,68,81285,5,1,1,0,1,0,1,1,ifsc_invalid,0
widow_pension,73,297543,1,1,1,1,1,0,1,0,income_exceeds_limit,0
widow_pension,28,227018,4,1,0,0,1,0,1,1,address_mismatch_records,0
residence_certificate,28,172896,1,1,1,1,1,0,0,0,approved,1
widow_pension,15,11024,5,1,1,1,1,0,1,0,approved,1
birth_certificate,3,63796,1,1,1,1,1,0,1,1,approved,1
birth_certificate,64,38228,2,1,1,1,1,0,0,1,hospital_record_not_found,0
residence_certificate,71,10927,4,1,1,0,1,0,1,0,bank_account_inactive,0
old_age_pension,91,185849,5,1,1,1,1,0,1,1,approved,1
residence_certificate,0,288984,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,91,152448,2,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,2,201858,5,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,63,71761,1,1,1,1,1,0,1,1,approved,1
widow_pension,65,38667,2,1,1,1,1,0,0,1,approved,1
old_age_pension,88,272252,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,56,108266,2,1,1,1,1,0,0,1,approved,1
residence_certificate,74,45381,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,17,228043,1,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,38,123478,4,1,1,1,1,0,1,1,age_not_eligible,0
caste_certificate,83,109827,4,1,1,1,1,1,1,0,duplicate_application_detected,0
birth_certificate,80,235493,4,1,1,1,1,0,1,1,approved,1
widow_pension,6,28677,4,1,1,1,1,0,0,1,approved,1
old_age_pension,54,111735,2,1,1,1,1,0,0,1,age_not_eligible,0
birth_certificate,16,16154,4,1,1,1,1,0,1,1,approved,1
widow_pension,67,282044,5,1,1,1,1,0,0,1,income_exceeds_limit,0
birth_certificate,35,290361,3,1,1,0,1,0,1,1,bank_account_inactive,0
caste_certificate,93,293768,3,1,1,0,1,0,0,1,ifsc_invalid,0
old_age_pension,0,158009,5,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,34,46798,2,1,1,1,1,0,1,1,approved,1
birth_certificate,75,276764,5,1,1,0,1,0,1,1,bank_account_inactive,0
birth_certificate,16,264928,1,0,1,0,0,0,1,1,aadhaar_name_mismatch,0
old_age_pension,79,120534,2,1,1,1,1,0,1,0,approved,1
caste_certificate,27,224476,1,1,1,1,1,0,1,1,approved,1
caste_certificate,31,243418,3,1,1,1,1,0,0,1,approved,1
birth_certificate,54,160066,4,1,1,1,1,0,1,1,approved,1
caste_certificate,34,170918,1,1,1,1,1,0,0,1,approved,1
widow_pension,18,285318,3,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,92,177454,1,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,92,230233,2,1,1,1,1,0,1,1,approved,1
widow_pension,79,80530,2,1,1,1,1,0,1,1,approved,1
old_age_pension,3,125714,4,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,20,1148,2,0,0,1,0,0,1,1,aadhaar_name_mismatch,0
caste_certificate,43,189809,2,1,1,0,1,0,1,1,ifsc_invalid,0
widow_pension,61,35636,1,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,0,39748,3,1,1,0,1,0,0,1,bank_account_inactive,0
old_age_pension,82,263609,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,50,70782,1,1,1,1,1,0,1,0,approved,1
old_age_pension,89,52874,4,1,1,1,1,0,1,1,approved,1
birth_certificate,75,257888,1,0,1,0,1,0,0,1,aadhaar_name_mismatch,0
birth_certificate,16,56268,2,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,36,196138,2,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,91,194472,2,1,1,1,0,0,1,0,certificate_expired,0
caste_certificate,35,279107,3,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,28,164003,4,1,1,1,1,0,1,1,approved,1
residence_certificate,68,62185,2,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,2,22382,4,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,14,268887,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,66,268022,2,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,76,149824,2,1,1,1,1,0,1,1,income_exceeds_limit,0
old_age_pension,68,108601,1,1,1,1,1,0,1,1,approved,1
birth_certificate,20,26962,5,1,1,1,1,0,1,1,approved,1
old_age_pension,22,189305,2,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,46,163541,5,1,1,1,1,0,1,1,approved,1
caste_certificate,85,261525,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
caste_certificate,33,230837,4,1,1,1,1,0,1,1,approved,1
birth_certificate,40,279639,2,1,1,0,1,0,1,1,ifsc_invalid,0
birth_certificate,89,271638,1,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,46,100571,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,30,229986,1,1,1,1,1,0,1,0,invalid_caste_subcategory,0
residence_certificate,34,21627,3,1,1,1,0,0,1,1,certificate_expired,0
birth_certificate,6,147496,2,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
birth_certificate,44,266424,2,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,56,14127,2,1,1,1,1,0,0,1,approved,1
residence_certificate,21,4880,2,1,1,1,1,0,0,1,approved,1
birth_certificate,69,65656,2,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,20,61649,1,1,1,1,1,1,1,1,duplicate_application_detected,0
widow_pension,48,287660,4,1,1,1,1,0,1,1,income_exceeds_limit,0
birth_certificate,46,219913,1,1,1,1,1,0,1,0,approved,1
birth_certificate,26,199902,4,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,9,158321,2,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,85,102789,5,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,43,56600,3,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,50,24115,3,1,0,1,1,0,1,0,address_mismatch_records,0
old_age_pension,17,161602,1,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,67,84522,4,1,1,1,0,0,1,1,certificate_expired,0
caste_certificate,37,151830,4,1,0,1,1,0,0,1,address_mismatch_records,0
birth_certificate,35,158828,4,1,0,1,1,0,0,1,address_mismatch_records,0
caste_certificate,59,247745,4,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,67,255857,2,1,0,1,1,1,1,1,duplicate_application_detected,0
birth_certificate,73,213824,5,1,1,1,1,0,1,0,approved,1
old_age_pension,73,255886,3,1,0,1,1,0,1,1,address_mismatch_records,0
caste_certificate,44,249038,3,1,1,1,1,1,0,1,duplicate_application_detected,0
caste_certificate,73,153176,1,1,1,1,1,0,1,1,approved,1
old_age_pension,74,183428,5,1,1,1,1,0,1,1,approved,1
old_age_pension,8,282961,5,1,1,0,1,0,1,1,bank_account_inactive,0
caste_certificate,12,137115,1,1,1,1,1,0,1,1,approved,1
caste_certificate,56,227230,5,1,1,1,1,0,1,1,approved,1
birth_certificate,81,160670,1,1,1,1,1,0,1,1,approved,1
residence_certificate,56,5973,4,1,1,1,1,0,1,1,approved,1
birth_certificate,36,169232,1,1,1,1,1,0,1,1,approved,1
widow_pension,46,175567,5,1,1,0,1,0,1,1,bank_account_inactive,0
widow_pension,10,296313,5,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,27,231990,4,1,1,1,0,0,1,1,certificate_expired,0
old_age_pension,5,15933,3,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,32,69486,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,13,46417,5,1,1,1,1,0,1,1,age_not_eligible,0
old_age_pension,46,258752,2,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,28,225392,3,1,0,0,1,0,1,1,address_mismatch_records,0
old_age_pension,14,253283,3,1,1,0,1,0,1,1,bank_account_inactive,0
residence_certificate,55,60986,2,1,1,1,1,0,0,0,approved,1
birth_certificate,68,126847,5,1,0,1,1,0,0,1,address_mismatch_records,0
residence_certificate,85,213616,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,30,53315,4,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,18,118626,2,1,1,1,0,0,1,0,certificate_expired,0
old_age_pension,17,25674,4,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,57,144090,2,1,1,1,1,0,0,1,approved,1
caste_certificate,69,41212,3,1,1,0,0,0,1,1,bank_account_inactive,0
caste_certificate,72,237605,1,1,1,1,1,0,1,1,approved,1
widow_pension,29,224580,5,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,94,3604,5,0,1,1,1,1,1,0,duplicate_application_detected,0
widow_pension,34,32331,3,1,0,1,1,0,1,1,address_mismatch_records,0
birth_certificate,16,155575,1,1,1,1,1,0,0,1,hospital_record_not_found,0
old_age_pension,15,225681,2,1,0,1,0,0,1,1,address_mismatch_records,0
birth_certificate,67,228696,2,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
caste_certificate,94,258184,4,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,32,259156,5,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,35,260557,4,1,1,1,0,0,1,0,certificate_expired,0
caste_certificate,10,171242,1,1,1,1,1,0,1,1,approved,1
birth_certificate,59,277902,3,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
old_age_pension,3,85411,2,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,62,270921,2,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,4,119868,1,0,0,1,0,0,1,1,aadhaar_name_mismatch,0
birth_certificate,63,232367,2,1,1,1,1,0,0,1,hospital_record_not_found,0
widow_pension,84,260219,3,1,1,1,1,0,1,0,income_exceeds_limit,0
birth_certificate,76,46510,1,1,1,1,1,0,1,1,approved,1
birth_certificate,3,93413,5,1,1,1,1,0,1,1,approved,1
widow_pension,34,136822,4,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,25,192954,5,1,1,0,1,0,1,1,bank_account_inactive,0
old_age_pension,25,4971,2,1,1,1,1,0,1,1,age_not_eligible,0
residence_certificate,18,9423,4,1,1,1,1,0,1,1,approved,1
caste_certificate,36,160110,2,1,1,1,1,0,1,1,approved,1
old_age_pension,10,82224,5,1,1,1,1,0,1,0,age_not_eligible,0
birth_certificate,65,184806,5,1,1,1,1,0,0,1,hospital_record_not_found,0
caste_certificate,30,224437,1,1,1,1,1,0,1,0,invalid_caste_subcategory,0
birth_certificate,17,215532,2,1,1,1,1,0,1,1,approved,1
caste_certificate,74,278624,4,0,1,1,1,0,0,1,aadhaar_name_mismatch,0
caste_certificate,43,215781,1,1,1,1,0,1,0,1,duplicate_application_detected,0
residence_certificate,15,207434,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,57,193529,5,1,0,1,1,0,0,1,address_mismatch_records,0
caste_certificate,1,249285,3,1,1,1,1,0,1,1,approved,1
birth_certificate,58,240859,2,1,1,1,1,0,1,1,approved,1
residence_certificate,47,43337,5,1,1,1,1,0,0,1,approved,1
caste_certificate,85,200399,2,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,35,82298,3,1,1,1,1,0,0,1,approved,1
birth_certificate,7,287901,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
residence_certificate,35,145539,3,1,1,1,1,1,0,1,duplicate_application_detected,0
old_age_pension,24,141714,3,1,1,1,1,0,1,0,age_not_eligible,0
widow_pension,39,127370,5,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,94,289524,5,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,3,74017,3,1,1,1,1,1,1,1,duplicate_application_detected,0
residence_certificate,42,225446,2,1,1,1,1,0,1,1,approved,1
residence_certificate,73,234062,4,1,1,1,1,0,1,1,approved,1
residence_certificate,26,272842,5,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,37,212306,1,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,80,156534,3,1,1,1,1,0,1,1,approved,1
residence_certificate,37,206101,4,1,1,1,1,0,1,1,approved,1
widow_pension,63,259687,4,1,1,1,1,0,0,0,income_exceeds_limit,0
residence_certificate,88,199950,4,1,1,1,0,0,0,1,certificate_expired,0
residence_certificate,16,42658,3,1,1,1,1,0,1,1,approved,1
residence_certificate,12,144977,4,1,0,1,0,0,1,1,address_mismatch_records,0
old_age_pension,84,127724,4,1,1,1,1,0,1,0,approved,1
birth_certificate,78,202438,5,1,1,1,1,0,1,1,approved,1
residence_certificate,23,184862,4,1,1,1,1,1,1,1,duplicate_application_detected,0
old_age_pension,6,169026,4,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,63,96199,2,1,1,1,1,0,1,1,approved,1
birth_certificate,62,297116,2,1,0,1,1,0,1,1,address_mismatch_records,0
old_age_pension,21,183118,5,1,1,0,1,0,1,1,ifsc_invalid,0
caste_certificate,52,122945,3,0,0,1,1,0,1,1,aadhaar_name_mismatch,0
widow_pension,73,192325,4,1,1,1,0,0,1,1,certificate_expired,0
widow_pension,11,295022,5,1,1,1,1,0,1,1,income_exceeds_limit,0
caste_certificate,71,256716,1,1,1,1,1,0,1,1,suspicious_income_pattern,0
old_age_pension,21,102798,1,0,1,0,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,38,84879,5,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,46,43887,2,1,1,1,1,0,1,1,approved,1
old_age_pension,63,84739,3,1,1,1,1,1,1,1,duplicate_application_detected,0
caste_certificate,43,160723,1,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
old_age_pension,15,114637,2,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,58,285779,2,1,1,1,1,0,1,0,income_exceeds_limit,0
old_age_pension,33,148618,1,1,1,0,1,0,0,1,bank_account_inactive,0
birth_certificate,45,1664,4,1,1,1,1,0,1,0,approved,1
caste_certificate,79,1861,5,1,1,1,1,0,1,1,approved,1
caste_certificate,77,2831,1,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
residence_certificate,69,102765,3,1,1,1,1,0,1,1,approved,1
old_age_pension,54,197174,2,0,1,1,0,0,1,1,aadhaar_name_mismatch,0
caste_certificate,73,156852,5,1,1,1,1,0,0,1,approved,1
old_age_pension,23,22078,2,1,1,1,1,0,1,1,age_not_eligible,0
birth_certificate,26,194378,1,1,1,1,1,0,1,1,approved,1
widow_pension,72,258355,1,1,1,1,1,0,1,1,income_exceeds_limit,0
widow_pension,15,21415,1,1,1,0,1,0,1,0,ifsc_invalid,0
residence_certificate,1,114686,3,1,1,1,0,0,1,1,certificate_expired,0
residence_certificate,30,42992,5,1,1,1,1,0,1,1,approved,1
caste_certificate,62,88018,1,1,1,1,1,0,1,1,approved,1
caste_certificate,46,212616,2,1,1,1,1,0,1,1,approved,1
caste_certificate,18,131963,3,1,1,0,1,0,0,1,bank_account_inactive,0
birth_certificate,55,119467,3,0,1,1,1,0,1,1,aadhaar_name_mismatch,0
residence_certificate,10,64412,4,1,1,1,0,0,1,0,certificate_expired,0
residence_certificate,85,179188,1,1,0,1,1,0,1,1,address_mismatch_records,0
widow_pension,92,299751,3,1,1,1,1,0,1,1,income_exceeds_limit,0
residence_certificate,94,36740,3,1,0,1,1,0,1,1,address_mismatch_records,0
residence_certificate,7,56230,5,1,1,1,1,0,0,1,approved,1
birth_certificate,73,138283,5,1,1,1,0,0,0,1,certificate_expired,0
caste_certificate,5,225085,1,1,1,1,1,0,0,1,approved,1
birth_certificate,30,222292,2,1,1,1,1,0,1,1,approved,1
old_age_pension,49,220954,2,1,1,1,1,0,1,1,age_not_eligible,0
widow_pension,28,202189,3,1,1,1,1,0,1,1,income_exceeds_limit,0
